Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,Backstab,Riposte,Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Colossal Weapon,Rotten Greataxe,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,486,486,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,71.28 + 162,116.64 + 116.64,162 + 71.28,194.4 + 194.4,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Golem's Halberd,194.4,194.4,194.4,,,,162,162,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,186.3,186.3,534.6,534.6,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,71.28 + 162,116.64 + 116.64,162 + 71.28,194.4 + 194.4,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Giant-Crusher,243,243,243,,,,202.5,202.5,567,567,243,243,243,243,243,405,607.5,315.9,315.9,315.9,,,,222.75,222.75,617.625,617.625,315.9,315.9,315.9,315.9,315.9,445.5,668.25,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,243 + 243,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Prelate's Inferno Crozier,243,243,243,,,,202.5,202.5,567,567,243,243,243,243,243,405,607.5,315.9,315.9,315.9,,,,222.75,222.75,617.625,617.625,315.9,315.9,315.9,315.9,315.9,445.5,668.25,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,243 + 243,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Great Club,243,243,243,,,,202.5,202.5,567,567,243,243,243,243,243,405,607.5,315.9,315.9,315.9,,,,222.75,222.75,617.625,617.625,315.9,315.9,315.9,315.9,315.9,445.5,668.25,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,243 + 243,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Troll's Hammer,243,243,243,,,,243,243,607.5,607.5,243,243,243,243,243,405,607.5,315.9,315.9,315.9,,,,315.9,315.9,607.5,607.5,315.9,315.9,315.9,315.9,315.9,445.5,668.25,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,243 + 243,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Dragon Greatclaw,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,486,486,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,71.28 + 162,116.64 + 116.64,162 + 71.28,194.4 + 194.4,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Watchdog's Staff,243,243,243,,,,243,243,607.5,607.5,243,243,243,243,243,405,607.5,315.9,315.9,315.9,,,,315.9,315.9,607.5,607.5,315.9,315.9,315.9,315.9,315.9,445.5,668.25,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,243 + 243,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Staff of the Avatar,243,243,243,,,,243,243,567,567,243,243,243,243,243,374.625,567,315.9,315.9,315.9,,,,315.9,315.9,607.5,607.5,315.9,315.9,315.9,315.9,315.9,415.125,617.625,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,222.75 + 222.75,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Rotten Staff,243,243,243,,,,243,243,567,567,243,243,243,243,243,374.625,567,315.9,315.9,315.9,,,,315.9,315.9,607.5,607.5,315.9,315.9,315.9,315.9,315.9,415.125,617.625,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,222.75 + 222.75,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Envoy's Greathorn,243,243,243,,,,243,243,567,567,243,243,243,243,243,374.625,567,315.9,315.9,315.9,,,,315.9,315.9,607.5,607.5,315.9,315.9,315.9,315.9,315.9,415.125,617.625,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,222.75 + 222.75,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Ghiza's Wheel,194.4,194.4,194.4,,,,16.2 + 16.2 + 145.8,16.2 + 16.2 + 145.8,24.3 + 24.3 + 405,24.3 + 24.3 + 405,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,24.3 + 24.3 + 162,486,32.4 + 32.4 + 445.5,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,71.28 + 162,116.64 + 116.64,162 + 71.28,194.4 + 194.4,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
Colossal Weapon,Fallingstar Beast Jaw,243,243,243,,,,243,243,567,567,243,243,243,243,243,374.625,567,315.9,315.9,315.9,,,,315.9,315.9,607.5,607.5,315.9,315.9,315.9,315.9,315.9,415.125,617.625,243,243,243,,,,0,0,,,,,,145.8 + 145.8,145.8 + 145.8,145.8 + 145.8,,,,89.1 + 202.5,145.8 + 145.8,202.5 + 89.1,222.75 + 222.75,,243,243,243,243,50.625,607.5,243,243,243,243,50.625,607.5
Colossal Weapon,Axe of Godfrey,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,486,486,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,71.28 + 162,116.64 + 116.64,162 + 71.28,194.4 + 194.4,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spear,Short Spear,57.5,57.5,57.5,115,,,28.75 + 86.25,28.75 + 86.25,28.75 + 316.25,28.75 + 28.75 + 287.5,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,28.75 + 97.75,28.75 + 97.75,28.75 + 322,28.75 + 28.75 + 322,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Iron Spear,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Spear,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Partisan,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Pike,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Spiked Spear,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Cross-Naginata,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Clayman's Harpoon,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Celebrant's Rib-Rake,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Torchpole,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Inquisitor's Girandole,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Crystal Spear,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Rotten Crystal Spear,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Cleanrot Spear,57.5,57.5,57.5,115,,,28.75 + 86.25,28.75 + 86.25,28.75 + 316.25,28.75 + 28.75 + 287.5,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,28.75 + 97.75,28.75 + 97.75,28.75 + 322,28.75 + 28.75 + 322,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Death Ritual Spear,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
Spear,Bolt of Gransax,57.5,57.5,57.5,115,,,115,115,345,345,57.5,115,57.5,57.5,86.25,230,345,74.75,74.75,74.75,149.5,,,126.5,126.5,379.5,379.5,74.75,126.5,74.75,74.75,112.125,253,379.5,57.5,57.5,57.5,115,,,0,0,57.5,,,,,34.5 + 34.5,34.5 + 34.5,69 + 69,,,,34.5 + 34.5,34.5 + 34.5,34.5 + 34.5 + 34.5,86.25 + 86.25,,57.5,57.5,115,115,28.75,345,57.5,57.5,115,115,28.75,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Spear,Lance,137.363,137.363,148.5,,,,148.5,148.5,445.5,445.5,137.363,7.425 + 7.425 + 7.425 + 7.425 + 118.8,137.363,137.363,137.363,297,445.5,178.2,178.2,193.05,,,,163.35,163.35,490.05,490.05,178.2,8.168 + 8.168 + 8.168 + 8.168 + 130.68,137.363,137.363,137.363,326.7,490.05,137.363,137.363,148.5,,,,0,0,137.363,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,7.425 * 8 + 74.25 + 74.25,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Great Spear,Treespear,137.363,137.363,148.5,,,,148.5,148.5,148.5 + 297,148.5 + 297,137.363,7.425 + 7.425 + 7.425 + 7.425 + 118.8,137.363,137.363,137.363,297,445.5,178.2,178.2,193.05,,,,167.063,167.063,167.063 + 330.413,167.063 + 330.413,178.2,8.168 + 8.168 + 8.168 + 8.168 + 130.68,137.363,137.363,137.363,326.7,490.05,137.363,137.363,148.5,,,,0,0,137.363,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,7.425 * 8 + 74.25 + 74.25,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Great Spear,Serpent-Hunter,137.363,137.363,148.5,,,,148.5,148.5,445.5,445.5,137.363,7.425 + 7.425 + 7.425 + 7.425 + 118.8,137.363,137.363,137.363,297,445.5,178.2,178.2,193.05,,,,170.775,170.775,490.05,490.05,178.2,8.168 + 8.168 + 8.168 + 8.168 + 130.68,137.363,137.363,137.363,326.7,490.05,137.363,137.363,148.5,,,,0,0,137.363,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,7.425 * 8 + 74.25 + 74.25,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Great Spear,Siluria's Tree,137.363,137.363,148.5,,,,148.5,148.5,445.5,445.5,137.363,7.425 + 7.425 + 7.425 + 7.425 + 118.8,137.363,137.363,137.363,297,445.5,178.2,178.2,193.05,,,,170.775,170.775,490.05,490.05,178.2,8.168 + 8.168 + 8.168 + 8.168 + 130.68,137.363,137.363,137.363,326.7,490.05,137.363,137.363,148.5,,,,0,0,137.363,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,7.425 * 8 + 74.25 + 74.25,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Great Spear,Vyke's War Spear,137.363,137.363,148.5,,,,148.5,148.5,445.5,445.5,137.363,7.425 + 7.425 + 7.425 + 7.425 + 118.8,137.363,137.363,137.363,297,445.5,178.2,178.2,193.05,,,,163.35,163.35,490.05,490.05,178.2,8.168 + 8.168 + 8.168 + 8.168 + 130.68,137.363,137.363,137.363,326.7,490.05,137.363,137.363,148.5,,,,0,0,137.363,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,7.425 * 8 + 74.25 + 74.25,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Great Spear,Mohgwyn's Sacred Spear,137.363,137.363,148.5,,,,148.5,148.5,445.5,445.5,137.363,7.425 + 7.425 + 7.425 + 7.425 + 118.8,137.363,137.363,137.363,297,445.5,178.2,178.2,193.05,,,,163.35,163.35,490.05,490.05,178.2,8.168 + 8.168 + 8.168 + 8.168 + 130.68,137.363,137.363,137.363,326.7,490.05,137.363,137.363,148.5,,,,0,0,137.363,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,7.425 * 8 + 74.25 + 74.25,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halberd,Halberd,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Banished Knight's Halberd,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Lucerne,124.875,124.875,124.875,135,,,138.375,138.375,408.375,408.375,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,445.5,445.5,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Glaive,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Vulgar Militia Shotel,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Vulgar Militia Saw,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Guardian's Swordspear,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Gargoyle's Halberd,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Gargoyle's Black Halberd,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Nightrider Glaive,124.875,124.875,124.875,135,,,138.375,138.375,408.375,408.375,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,445.5,445.5,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Pest's Glaive,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
Halberd,Ripple Crescent Halberd,124.875,124.875,124.875,135,,,135,135,405,405,124.875,135,124.875,124.875,124.875,270,405,162,162,162,175.5,,,148.5,148.5,74.25 + 371.25,74.25 + 371.25,162,148.5,162,162,162,297,445.5,124.875,124.875,124.875,135,,,0,0,,,,,,74.925 + 74.925,74.925 + 74.925,81 + 81,,,,74.925 + 74.925,74.925 + 74.925,74.925 + 74.925,101.25 + 101.25,,124.875,124.875,135,135,33.75,67.5 + 337.5,124.875,124.875,135,135,33.75,67.5 + 337.5
